run,iterations,city,ants,Initialize Datastructures and Skeletons,Read Data and Copy to Device,Calculate Distance,Calculate Iroulette,Average of Route Kernel,Average of update delta phero,Average of  minKernel,Average of  update phero and best_route,total time,
6,15,7,8192,0.03469,0.00333,0.00005,0.03035,0.40037,0.00170,0.00006,0.00040,6.26466, 
7,15,7,8192,0.03459,0.00341,0.00006,0.03034,0.39983,0.00170,0.00006,0.00040,6.24612, 
8,15,7,8192,0.03450,0.00341,0.00006,0.03035,0.39906,0.00170,0.00006,0.00040,6.23393, 
9,15,7,8192,0.03420,0.00329,0.00006,0.03034,0.39895,0.00170,0.00006,0.00040,6.26634, 
10,15,7,8192,0.03478,0.00332,0.00007,0.03035,0.39986,0.00171,0.00006,0.00040,6.28422, 
11,15,7,8192,0.03438,0.00341,0.00006,0.03061,0.40074,0.00171,0.00005,0.00041,6.26701, 
12,15,7,8192,0.03455,0.00335,0.00007,0.03060,0.40156,0.00171,0.00006,0.00041,6.27782, 
13,15,7,8192,0.03464,0.00334,0.00007,0.03061,0.40193,0.00172,0.00006,0.00041,6.28502, 
14,15,7,8192,0.05974,0.00368,0.00006,0.03060,0.40096,0.00171,0.00006,0.00041,6.33977, 
15,15,7,8192,0.05440,0.00337,0.00006,0.04053,0.40338,0.00171,0.00006,0.00041,6.37404, 
16,15,7,8192,0.03467,0.00339,0.00006,0.03061,0.40136,0.00171,0.00005,0.00041,6.26935, 
17,15,7,8192,0.03428,0.00331,0.00006,0.03060,0.40109,0.00171,0.00005,0.00041,6.26659, 
18,15,7,8192,0.03289,0.00323,0.00006,0.03061,0.40165,0.00171,0.00005,0.00041,6.27025, 
19,15,7,8192,0.05883,0.00362,0.00006,0.03060,0.40151,0.00171,0.00005,0.00041,6.34164, 
20,15,7,8192,0.03585,0.00356,0.00006,0.03061,0.40074,0.00171,0.00006,0.00041,6.33603, 
21,15,7,8192,0.03461,0.00344,0.00006,0.03061,0.40232,0.00171,0.00005,0.00041,6.28507, 
22,15,7,8192,0.03473,0.00346,0.00006,0.03060,0.40192,0.00171,0.00005,0.00041,6.27727, 
23,15,7,8192,0.03857,0.00342,0.00006,0.03060,0.40087,0.00171,0.00005,0.00041,6.29867, 
24,15,7,8192,0.03550,0.00336,0.00006,0.03061,0.40173,0.00171,0.00006,0.00041,6.34772, 
25,15,7,8192,0.03442,0.00342,0.00006,0.03060,0.40161,0.00171,0.00006,0.00041,6.27787, 
26,15,7,8192,0.03463,0.00341,0.00006,0.03061,0.40116,0.00171,0.00005,0.00041,6.26743, 
27,15,7,8192,0.03475,0.00350,0.00006,0.03060,0.40129,0.00171,0.00006,0.00041,6.27383, 
28,15,7,8192,0.03552,0.00340,0.00006,0.03060,0.40073,0.00171,0.00005,0.00041,6.34572, 
29,15,7,8192,0.03481,0.00331,0.00006,0.03060,0.40054,0.00171,0.00006,0.00041,6.27054, 
30,15,7,8192,0.03463,0.00330,0.00006,0.03060,0.40041,0.00171,0.00006,0.00041,6.26178, 
1,15,8,1024,0.01401,0.02808,0.00006,0.05920,0.21667,0.00225,0.00004,0.00077,3.55225, 
2,15,8,1024,0.01404,0.00536,0.00005,0.05920,0.21656,0.00225,0.00004,0.00076,3.52421, 
3,15,8,1024,0.01393,0.00525,0.00006,0.05922,0.21703,0.00225,0.00004,0.00076,3.53482, 
4,15,8,1024,0.01396,0.00535,0.00005,0.05921,0.21731,0.00225,0.00004,0.00077,3.54798, 
5,15,8,1024,0.01406,0.00532,0.00005,0.05921,0.21702,0.00225,0.00004,0.00077,3.54965, 
6,15,8,1024,0.01385,0.00514,0.00006,0.05919,0.21658,0.00225,0.00004,0.00077,3.52629, 
7,15,8,1024,0.01399,0.00518,0.00007,0.05871,0.21520,0.00223,0.00004,0.00077,3.52905, 
8,15,8,1024,0.01392,0.00526,0.00005,0.05871,0.21537,0.00223,0.00004,0.00076,3.51267, 
9,15,8,1024,0.01402,0.00536,0.00005,0.05869,0.21496,0.00223,0.00004,0.00076,3.54298, 
10,15,8,1024,0.01415,0.00537,0.00006,0.05870,0.21503,0.00223,0.00004,0.00076,3.56167, 
11,15,8,1024,0.01415,0.00543,0.00005,0.05870,0.21524,0.00223,0.00004,0.00076,3.50866, 
12,15,8,1024,0.01406,0.00519,0.00006,0.05869,0.21596,0.00224,0.00004,0.00076,3.52154, 
13,15,8,1024,0.01403,0.00519,0.00006,0.05870,0.21512,0.00223,0.00004,0.00076,3.50987, 
14,15,8,1024,0.01403,0.00524,0.00007,0.05870,0.21488,0.00223,0.00004,0.00076,3.49710, 
15,15,8,1024,0.01415,0.00521,0.00006,0.05870,0.21492,0.00223,0.00004,0.00076,3.53955, 
16,15,8,1024,0.01379,0.00525,0.00006,0.05869,0.21477,0.00223,0.00004,0.00076,3.53514, 
17,15,8,1024,0.01490,0.00527,0.00006,0.05871,0.21541,0.00223,0.00004,0.00076,3.54166, 
18,15,8,1024,0.01405,0.00508,0.00005,0.05870,0.21492,0.00224,0.00005,0.00076,3.49822, 
19,15,8,1024,0.01396,0.00518,0.00006,0.05871,0.21475,0.00223,0.00004,0.00076,3.49549, 
20,15,8,1024,0.01373,0.00518,0.00006,0.05827,0.21325,0.00222,0.00004,0.00075,3.53432, 
21,15,8,1024,0.01408,0.00519,0.00005,0.05826,0.21291,0.00222,0.00004,0.00075,3.47031, 
22,15,8,1024,0.01471,0.00527,0.00005,0.05826,0.21372,0.00222,0.00004,0.00075,3.54686, 
23,15,8,1024,0.01382,0.00549,0.00006,0.05825,0.21337,0.00222,0.00004,0.00075,3.48587, 
24,15,8,1024,0.01402,0.00519,0.00006,0.05827,0.21288,0.00222,0.00004,0.00075,3.46577, 
25,15,8,1024,0.01391,0.00516,0.00006,0.05826,0.21354,0.00222,0.00004,0.00075,3.48201, 
26,15,8,1024,0.01388,0.00513,0.00008,0.05827,0.21317,0.00222,0.00004,0.00075,3.47762, 
27,15,8,1024,0.01390,0.00550,0.00005,0.05828,0.21376,0.00222,0.00004,0.00075,3.52588, 
28,15,8,1024,0.01394,0.00522,0.00005,0.05824,0.21329,0.00222,0.00004,0.00076,3.54487, 
29,15,8,1024,0.01358,0.00527,0.00006,0.05827,0.21313,0.00222,0.00004,0.00075,3.50863, 
30,15,8,1024,0.01307,0.00522,0.00007,0.05826,0.21306,0.00222,0.00004,0.00075,3.47408, 
1,15,8,2048,0.01887,0.00545,0.00006,0.05827,0.21556,0.00226,0.00005,0.00075,3.51497, 
2,15,8,2048,0.01891,0.00543,0.00007,0.05827,0.21543,0.00226,0.00005,0.00075,3.51051, 
3,15,8,2048,0.01882,0.00545,0.00006,0.05826,0.21527,0.00226,0.00005,0.00075,3.51108, 
4,15,8,2048,0.01852,0.00533,0.00006,0.05828,0.21528,0.00226,0.00005,0.00076,3.51207, 
5,15,8,2048,0.01932,0.00559,0.00005,0.05827,0.21608,0.00226,0.00005,0.00075,3.59895, 
6,15,8,2048,0.01958,0.00565,0.00006,0.05829,0.21487,0.00226,0.00005,0.00075,3.51732, 
7,15,8,2048,0.01854,0.00531,0.00006,0.05827,0.21551,0.00226,0.00005,0.00075,3.51579, 
8,15,8,2048,0.01858,0.00551,0.00006,0.05826,0.21535,0.00226,0.00005,0.00075,3.51776, 
9,15,8,2048,0.01885,0.00540,0.00007,0.05825,0.21630,0.00226,0.00005,0.00075,3.59431, 
10,15,8,2048,0.01899,0.00539,0.00005,0.05827,0.21600,0.00226,0.00005,0.00075,3.59612, 
11,15,8,2048,0.01899,0.00531,0.00006,0.05827,0.21533,0.00226,0.00005,0.00075,3.55178, 
12,15,8,2048,0.01875,0.00533,0.00006,0.05827,0.21604,0.00226,0.00005,0.00075,3.52271, 
13,15,8,2048,0.01885,0.00543,0.00006,0.05829,0.21643,0.00226,0.00005,0.00075,3.53166, 
14,15,8,2048,0.01884,0.00536,0.00006,0.05829,0.21525,0.00226,0.00005,0.00075,3.54163, 
15,15,8,2048,0.01887,0.00537,0.00005,0.05829,0.21539,0.00226,0.00005,0.00075,3.51817, 
16,15,8,2048,0.01903,0.00537,0.00006,0.05828,0.21554,0.00226,0.00005,0.00075,3.51641, 
17,15,8,2048,0.02465,0.00613,0.00006,0.05823,0.21552,0.00226,0.00005,0.00075,3.58951, 
18,15,8,2048,0.01925,0.00552,0.00006,0.05827,0.21598,0.00226,0.00005,0.00075,3.57043, 
19,15,8,2048,0.01913,0.00536,0.00006,0.05830,0.21534,0.00226,0.00005,0.00075,3.51298, 
20,15,8,2048,0.01895,0.00533,0.00007,0.05829,0.21529,0.00226,0.00005,0.00075,3.51137, 
21,15,8,2048,0.01865,0.00542,0.00006,0.05831,0.21550,0.00226,0.00005,0.00075,3.51905, 
22,15,8,2048,0.01866,0.00536,0.00005,0.05832,0.21564,0.00226,0.00005,0.00076,3.51844, 
23,15,8,2048,0.01866,0.00536,0.00005,0.05829,0.21595,0.00226,0.00005,0.00075,3.56543, 
24,15,8,2048,0.01912,0.00564,0.00005,0.05828,0.21591,0.00226,0.00005,0.00075,3.58879, 
25,15,8,2048,0.01940,0.00567,0.00006,0.05829,0.21553,0.00226,0.00005,0.00075,3.55795, 
26,15,8,2048,0.01884,0.00538,0.00005,0.05827,0.21535,0.00226,0.00005,0.00075,3.51270, 
27,15,8,2048,0.01843,0.00539,0.00005,0.05827,0.21542,0.00226,0.00005,0.00075,3.51904, 
28,15,8,2048,0.01869,0.00531,0.00008,0.05830,0.21558,0.00226,0.00005,0.00075,3.52246, 
29,15,8,2048,0.01893,0.00535,0.00006,0.05829,0.21572,0.00226,0.00005,0.00075,3.51632, 
30,15,8,2048,0.01891,0.00539,0.00005,0.05830,0.21552,0.00226,0.00005,0.00075,3.55831, 
1,15,8,4096,0.02940,0.00599,0.00006,0.05824,0.30905,0.00238,0.00005,0.00075,5.01655, 
2,15,8,4096,0.02895,0.00595,0.00006,0.05825,0.30963,0.00238,0.00005,0.00076,4.94943, 
3,15,8,4096,0.02992,0.00639,0.00006,0.05827,0.30964,0.00238,0.00005,0.00076,4.98196, 
4,15,8,4096,0.02920,0.00590,0.00006,0.05830,0.30930,0.00238,0.00005,0.00075,4.93756, 
5,15,8,4096,0.02881,0.00608,0.00006,0.05828,0.31061,0.00239,0.00005,0.00076,4.95908, 
6,15,8,4096,0.05847,0.00633,0.00006,0.05868,0.31117,0.00240,0.00005,0.00076,5.00751, 
7,15,8,4096,0.02918,0.00597,0.00006,0.05868,0.31108,0.00240,0.00005,0.00076,4.96489, 
8,15,8,4096,0.02952,0.00607,0.00006,0.05868,0.31099,0.00239,0.00005,0.00076,5.04222, 
9,15,8,4096,0.02930,0.00602,0.00006,0.05868,0.31154,0.00239,0.00005,0.00076,4.97500, 
10,15,8,4096,0.02913,0.00593,0.00006,0.05870,0.31101,0.00239,0.00005,0.00076,4.96902, 
11,15,8,4096,0.05187,0.00680,0.00006,0.05866,0.31092,0.00240,0.00005,0.00076,5.03363, 
12,15,8,4096,0.02893,0.00596,0.00006,0.05869,0.31124,0.00239,0.00005,0.00076,4.99058, 
13,15,8,4096,0.02882,0.00611,0.00006,0.05869,0.31154,0.00239,0.00005,0.00076,5.01936, 
14,15,8,4096,0.02888,0.00592,0.00006,0.05869,0.31151,0.00239,0.00005,0.00076,4.97707, 
15,15,8,4096,0.03001,0.00597,0.00006,0.05870,0.31140,0.00239,0.00005,0.00076,5.01475, 
16,15,8,4096,0.02966,0.00602,0.00006,0.05869,0.31136,0.00240,0.00005,0.00076,4.98871, 
17,15,8,4096,0.02904,0.00588,0.00006,0.05869,0.31138,0.00240,0.00005,0.00076,4.97415, 
18,15,8,4096,0.05465,0.00649,0.00007,0.05869,0.31139,0.00240,0.00006,0.00076,5.04256, 
19,15,8,4096,0.02915,0.00592,0.00006,0.05869,0.31157,0.00240,0.00005,0.00076,4.97524, 
20,15,8,4096,0.02925,0.00601,0.00006,0.05869,0.31152,0.00239,0.00005,0.00076,4.98101, 
21,15,8,4096,0.02972,0.00674,0.00006,0.05869,0.31168,0.00240,0.00005,0.00076,5.01115, 
22,15,8,4096,0.02891,0.00588,0.00006,0.05869,0.31151,0.00239,0.00005,0.00076,4.97904, 
23,15,8,4096,0.02995,0.00594,0.00006,0.05870,0.31115,0.00240,0.00005,0.00076,5.03495, 
24,15,8,4096,0.02916,0.00595,0.00007,0.05868,0.31152,0.00239,0.00005,0.00076,4.97268, 
25,15,8,4096,0.02912,0.00597,0.00006,0.05868,0.31147,0.00240,0.00005,0.00076,5.01703, 
26,15,8,4096,0.02898,0.00600,0.00006,0.05869,0.31149,0.00240,0.00005,0.00076,4.97826, 
27,15,8,4096,0.02916,0.00598,0.00006,0.05868,0.31132,0.00239,0.00005,0.00076,4.97586, 
28,15,8,4096,0.03330,0.00621,0.00006,0.05868,0.31091,0.00239,0.00005,0.00076,5.00976, 
29,15,8,4096,0.02915,0.00597,0.00006,0.05869,0.31145,0.00239,0.00005,0.00076,4.97487, 
30,15,8,4096,0.03018,0.00620,0.00006,0.05870,0.31120,0.00239,0.00006,0.00076,5.01176, 
1,15,8,8192,0.05013,0.00618,0.00006,0.05875,0.93013,0.00244,0.00007,0.00077,14.28287, 
2,15,8,8192,0.05257,0.00654,0.00006,0.05925,0.93104,0.00245,0.00006,0.00077,14.32951, 
3,15,8,8192,0.05078,0.00621,0.00006,0.05924,0.93121,0.00245,0.00006,0.00077,14.30193, 
4,15,8,8192,0.05035,0.00619,0.00007,0.05925,0.92960,0.00245,0.00006,0.00077,14.27711, 
5,15,8,8192,0.05033,0.00630,0.00006,0.05925,0.93165,0.00245,0.00006,0.00077,14.30327, 
6,15,8,8192,0.07884,0.00666,0.00006,0.05922,0.92971,0.00244,0.00006,0.00077,14.33260, 
7,15,8,8192,0.05117,0.00626,0.00007,0.05924,0.93086,0.00245,0.00006,0.00077,14.37405, 
8,15,8,8192,0.04973,0.00623,0.00006,0.05924,0.93081,0.00245,0.00006,0.00077,14.28380, 
9,15,8,8192,0.05014,0.00638,0.00006,0.05924,0.93037,0.00245,0.00006,0.00077,14.28081, 
10,15,8,8192,0.05757,0.00729,0.00007,0.05923,0.93148,0.00245,0.00006,0.00077,14.34235, 
11,15,8,8192,0.05010,0.00626,0.00006,0.05925,0.93033,0.00245,0.00006,0.00077,14.28799, 
12,15,8,8192,0.05001,0.00637,0.00006,0.05925,0.93176,0.00245,0.00006,0.00077,14.30349, 
13,15,8,8192,0.05028,0.00625,0.00006,0.05926,0.92874,0.00245,0.00006,0.00077,14.26292, 
14,15,8,8192,0.05097,0.00623,0.00006,0.05926,0.93143,0.00245,0.00006,0.00077,14.30203, 
15,15,8,8192,0.05290,0.00647,0.00006,0.05926,0.92911,0.00245,0.00006,0.00077,14.27937, 
16,15,8,8192,0.05043,0.00625,0.00006,0.05926,0.93156,0.00244,0.00006,0.00077,14.30241, 
17,15,8,8192,0.05011,0.00640,0.00006,0.05925,0.93149,0.00245,0.00008,0.00077,14.30005, 
18,15,8,8192,0.05017,0.00625,0.00006,0.05925,0.93084,0.00245,0.00006,0.00077,14.29414, 
19,15,8,8192,0.05278,0.00654,0.00006,0.05926,0.93087,0.00245,0.00006,0.00077,14.36531, 
20,15,8,8192,0.05029,0.00631,0.00006,0.05925,0.93113,0.00245,0.00006,0.00077,14.30084, 
21,15,8,8192,0.05051,0.00624,0.00006,0.05926,0.93190,0.00244,0.00006,0.00077,14.31240, 
22,15,8,8192,0.05039,0.00630,0.00009,0.05924,0.93168,0.00245,0.00010,0.00078,14.30404, 
23,15,8,8192,0.05243,0.00699,0.00006,0.05926,0.93076,0.00245,0.00006,0.00077,14.32709, 
24,15,8,8192,0.05195,0.00622,0.00006,0.05923,0.93059,0.00245,0.00007,0.00077,14.29734, 
25,15,8,8192,0.05066,0.00619,0.00006,0.05926,0.92968,0.00245,0.00006,0.00077,14.27723, 
26,15,8,8192,0.05044,0.00638,0.00006,0.05925,0.93104,0.00245,0.00006,0.00077,14.32199, 
27,15,8,8192,0.05307,0.00666,0.00006,0.05925,0.92972,0.00245,0.00006,0.00077,14.35582, 
28,15,8,8192,0.05053,0.00631,0.00006,0.05927,0.93117,0.00245,0.00006,0.00077,14.30119, 
29,15,8,8192,0.05031,0.00623,0.00006,0.05925,0.93008,0.00245,0.00005,0.00077,14.27814, 
30,15,8,8192,0.04836,0.00624,0.00006,0.05926,0.93201,0.00245,0.00006,0.00077,14.29623, 
1,15,10,1024,0.04212,0.11734,0.00011,0.34106,1.65288,0.00522,0.00008,0.00387,25.64216, 
2,15,10,1024,0.04230,0.02945,0.00011,0.34233,1.64931,0.00521,0.00006,0.00387,25.49440, 
3,15,10,1024,0.04221,0.02955,0.00011,0.34155,1.65531,0.00521,0.00007,0.00388,25.60231, 
4,15,10,1024,0.04212,0.02941,0.00011,0.34161,1.65287,0.00521,0.00006,0.00387,25.55609, 
5,15,10,1024,0.04262,0.03021,0.00011,0.34232,1.65183,0.00521,0.00007,0.00388,25.57586, 
6,15,10,1024,0.04256,0.03052,0.00012,0.34281,1.64684,0.00521,0.00006,0.00388,25.49992, 
7,15,10,1024,0.06776,0.03047,0.00011,0.34134,1.66027,0.00523,0.00007,0.00389,25.72956, 
8,15,10,1024,0.07208,0.03072,0.00011,0.34492,1.66299,0.00525,0.00006,0.00391,25.77303, 
9,15,10,1024,0.04563,0.03169,0.00012,0.34527,1.66545,0.00525,0.00007,0.00391,25.77924, 
10,15,10,1024,0.04693,0.03216,0.00011,0.34499,1.66534,0.00525,0.00006,0.00391,25.78071, 
11,15,10,1024,0.04169,0.03050,0.00012,0.34494,1.66406,0.00525,0.00006,0.00391,25.73069, 
12,15,10,1024,0.07101,0.03134,0.00011,0.34481,1.66697,0.00525,0.00007,0.00391,25.83607, 
13,15,10,1024,0.07446,0.03070,0.00011,0.34497,1.67117,0.00525,0.00006,0.00391,25.87170, 
14,15,10,1024,0.07282,0.03044,0.00012,0.34378,1.67008,0.00525,0.00007,0.00391,25.91950, 
15,15,10,1024,0.04376,0.02956,0.00011,0.34402,1.66401,0.00525,0.00007,0.00391,25.77648, 
16,15,10,1024,0.04223,0.02970,0.00011,0.34528,1.66198,0.00525,0.00007,0.00391,25.73013, 
17,15,10,1024,0.04217,0.03081,0.00012,0.34491,1.66683,0.00525,0.00007,0.00391,25.79848, 
18,15,10,1024,0.04299,0.03017,0.00011,0.34405,1.66132,0.00525,0.00007,0.00391,25.74740, 
19,15,10,1024,0.06926,0.03039,0.00011,0.34376,1.66247,0.00525,0.00007,0.00391,25.76431, 
20,15,10,1024,0.06945,0.03039,0.00011,0.34403,1.66524,0.00525,0.00007,0.00391,25.81014, 
21,15,10,1024,0.07250,0.03064,0.00011,0.34490,1.66786,0.00525,0.00007,0.00391,25.85042, 
22,15,10,1024,0.06779,0.03039,0.00011,0.34497,1.65982,0.00525,0.00006,0.00391,25.72721, 
23,15,10,1024,0.04826,0.03191,0.00012,0.34494,1.66953,0.00525,0.00006,0.00391,25.83991, 
24,15,10,1024,0.04440,0.03225,0.00011,0.34398,1.65993,0.00525,0.00007,0.00391,25.70117, 
25,15,10,1024,0.04232,0.02950,0.00011,0.34401,1.66801,0.00525,0.00007,0.00391,25.78888, 
26,15,10,1024,0.04258,0.02981,0.00011,0.34408,1.66873,0.00525,0.00008,0.00391,25.79089, 
27,15,10,1024,0.04255,0.02994,0.00011,0.34400,1.66553,0.00525,0.00006,0.00391,25.74723, 
28,15,10,1024,0.04194,0.02975,0.00011,0.34479,1.66233,0.00526,0.00013,0.00392,25.69713, 
29,15,10,1024,0.04229,0.02967,0.00011,0.34494,1.66156,0.00525,0.00006,0.00391,25.68890, 
30,15,10,1024,0.04204,0.02969,0.00011,0.34498,1.66952,0.00525,0.00008,0.00391,25.80595, 
1,15,10,2048,0.05350,0.03002,0.00011,0.34495,1.69877,0.00539,0.00007,0.00391,26.26233, 
2,15,10,2048,0.05585,0.02992,0.00011,0.34390,1.70573,0.00539,0.00006,0.00391,26.37061, 
3,15,10,2048,0.05372,0.02965,0.00011,0.34392,1.70146,0.00539,0.00006,0.00391,26.32798, 
4,15,10,2048,0.05348,0.03011,0.00011,0.34393,1.70276,0.00539,0.00007,0.00391,26.32077, 
5,15,10,2048,0.05385,0.02982,0.00011,0.34394,1.69801,0.00540,0.00011,0.00391,26.25484, 
6,15,10,2048,0.05275,0.02966,0.00011,0.34394,1.69821,0.00539,0.00007,0.00391,26.25022, 
7,15,10,2048,0.05434,0.03020,0.00012,0.34393,1.70096,0.00539,0.00007,0.00391,26.33062, 
8,15,10,2048,0.05394,0.03231,0.00011,0.34389,1.69972,0.00539,0.00007,0.00391,26.28125, 
9,15,10,2048,0.05399,0.02984,0.00011,0.34382,1.70204,0.00539,0.00008,0.00391,26.30917, 
10,15,10,2048,0.05369,0.02994,0.00011,0.34384,1.70181,0.00539,0.00007,0.00391,26.30742, 
11,15,10,2048,0.05573,0.03034,0.00011,0.34382,1.69794,0.00539,0.00007,0.00391,26.35659, 
12,15,10,2048,0.05395,0.03012,0.00011,0.34391,1.69975,0.00540,0.00011,0.00391,26.28421, 
13,15,10,2048,0.05392,0.03005,0.00011,0.34393,1.69859,0.00539,0.00007,0.00391,26.26015, 
14,15,10,2048,0.05388,0.02978,0.00011,0.34392,1.70518,0.00539,0.00007,0.00391,26.36084, 
15,15,10,2048,0.08505,0.03042,0.00011,0.34368,1.70304,0.00539,0.00007,0.00391,26.42022, 
16,15,10,2048,0.05555,0.03089,0.00011,0.34386,1.69580,0.00539,0.00007,0.00391,26.21409, 
17,15,10,2048,0.05397,0.02981,0.00011,0.34465,1.70399,0.00539,0.00007,0.00391,26.33650, 
